identifier,file,character,source,translation
GLZB033TO,GLOBAL_StringTable.csv,System,Fossil,
GLZD115TO,GLOBAL_StringTable.csv,System,"Bringing day old chicken pot pie from the cafeteria doesn't count! I've been fooled twice already, but from now on, you kids better have the real McCoy!",
GLZB034TO,GLOBAL_StringTable.csv,System,Gold Watch,
GLZD116TO,GLOBAL_StringTable.csv,System,"Time. The enemy of us all. Hold a watch to your ear and listen. Tick tock, tick tock... those are the hoof beats of the Reaper's pale horse. ""Half past eight, he's at your gate. Quarter to four, a knock on the door."" Unwinding is the mortal coil that drives the gears to tick and toil, until at last, it rests, unwound, and we lay silent in the ground.",
GLZG017TO,GLOBAL_StringTable.csv,System,"Your JOURNAL is a great place to see what you've done so far, and plan what you're going to do next. You can use it to SAVE and LOAD your progress, change your OPTIONS, and there's a helpful MAP in the back! Press /StartButton/ to open your JOURNAL.",
GLZG018TO,GLOBAL_StringTable.csv,System,Use the LEFT /Joystick/ or /DPad/ to navigate the Journal.,
GLZG019TO,GLOBAL_StringTable.csv,System,"On this page, you can see what you've collected in the current area. Make sure to come back here after you've collected some FIGMENTS, so you can look at them up close with the FIGMENT VIEWER option.",
GLZG020TO,GLOBAL_StringTable.csv,System,"This page shows how you're doing in the bigger scheme of things. Also, once you get your SCAVENGER HUNT LIST, this is where you'll keep it.",
GLZG021TO,GLOBAL_StringTable.csv,System,"This page automatically remembers what tasks you're working on. If you're ever unsure what to do next, come back here to jog your memory.",
GLZG022TO,GLOBAL_StringTable.csv,System,"Once you've cracked open a MENTAL VAULT, you'll store the memories you find in here. Come back and watch them as many times as you'd like.",
GLZG023TO,GLOBAL_StringTable.csv,System,"This handy map shows the layout of the camp. Your position is marked with a /RedTriangle/. The next place you should go is marked with a /MapHighlightMark/. If you ever feel like you don't know where to go, come on back and check out your map!",
GLZA004TO,GLOBAL_StringTable.csv,System,"Yes, I want to go back to the real world that badly.",
GLZA005TO,GLOBAL_StringTable.csv,System,Agent Cruller. Do you have any advice on the current situation?,
GLZA006TO,GLOBAL_StringTable.csv,System,"Airplanes can be a pain, can't they?",
GLZA007TO,GLOBAL_StringTable.csv,System,Can I change the color of my Levitation ball?,
GLZA008TO,GLOBAL_StringTable.csv,System,Did you know that this camp has a bear problem?,
GLZA009TO,GLOBAL_StringTable.csv,System,Have you ever been confused by a rat?,
GLZA010TO,GLOBAL_StringTable.csv,System,Have you ever been grabbed by a sucker fish?,
GLZA011TO,GLOBAL_StringTable.csv,System,Have you ever seen a plant with eyes and teeth?,
GLZA012TO,GLOBAL_StringTable.csv,System,Hellish bunnies spewed forth from meat grinders? Ring a bell?,
GLZA013TO,GLOBAL_StringTable.csv,System,How do I kill that armless guy with the swords in his mouth?,
GLZA014TO,GLOBAL_StringTable.csv,System,How do you fight censors?,
GLZA015TO,GLOBAL_StringTable.csv,System,How would you really kill a big walking snail with a cannon?,
GLZA016TO,GLOBAL_StringTable.csv,System,I need to regroup back at HQ.,
GLZA017TO,GLOBAL_StringTable.csv,System,I've got these little thistle girls attacking me.,
GLZA018TO,GLOBAL_StringTable.csv,System,"In Lungfishopolis, I'm really big, but there are these tanks...",
GLZA019TO,GLOBAL_StringTable.csv,System,Need your analysis on a hostile.,
GLZA020TO,GLOBAL_StringTable.csv,System,Never mind.,
GLZA021TO,GLOBAL_StringTable.csv,System,Nothing more to report at this time.,
GLZA022TO,GLOBAL_StringTable.csv,System,That Cobra wrestler resists attacks.,
GLZA023TO,GLOBAL_StringTable.csv,System,That Tiger wrestler's got a mean pounce.,
GLZA024TO,GLOBAL_StringTable.csv,System,The Dragon wrester has this roar that glues me to the floor.,
GLZA025TO,GLOBAL_StringTable.csv,System,The crayfish in the lake are bigger than what we got back home.,
GLZA026TO,GLOBAL_StringTable.csv,System,There are these mean little Harpies in Gloria's mind,
GLZA027TO,GLOBAL_StringTable.csv,System,These hell-hounds keep setting me on fire.,
GLZA028TO,GLOBAL_StringTable.csv,System,Two words: Ca-caw.,
GLZA029TO,GLOBAL_StringTable.csv,System,Were you watching those Electro Trucks?,
GLZA030TO,GLOBAL_StringTable.csv,System,What about a really big turret with shots you couldn't dodge?,
GLZA031TO,GLOBAL_StringTable.csv,System,"What about the really big, burly censors?",
GLZA032TO,GLOBAL_StringTable.csv,System,What about those censors that shoot stuff?,
GLZA033TO,GLOBAL_StringTable.csv,System,What about those creepy guys who pull you under ground?,
GLZA034TO,GLOBAL_StringTable.csv,System,What do you do when you hear a cougar?,
GLZA035TO,GLOBAL_StringTable.csv,System,"What if there's, like, a million, tiny censors. All over you.",
GLZA036TO,GLOBAL_StringTable.csv,System,Yes!,
GLZA037TO,GLOBAL_StringTable.csv,System,You've been very helpful. That's all I need.,
GLZB000TO,GLOBAL_StringTable.csv,System,PSI Challenge Marker,
GLZC000TO,GLOBAL_StringTable.csv,System,New PSI power at rank 10!,
GLZC001TO,GLOBAL_StringTable.csv,System,New PSI power at rank 20!,
GLZC002TO,GLOBAL_StringTable.csv,System,New PSI power at rank 30!,
GLZC003TO,GLOBAL_StringTable.csv,System,Big powerup at rank 40!,
GLZC004TO,GLOBAL_StringTable.csv,System,Stuff at rank 50!,
GLZC005TO,GLOBAL_StringTable.csv,System,More stuff at rank 60!,
GLZC006TO,GLOBAL_StringTable.csv,System,Lots of stuff at rank 75!,
GLZC007TO,GLOBAL_StringTable.csv,System,You are never going to get to rank 100!,
GLZD000TO,GLOBAL_StringTable.csv,System,Find Edgar's Secret Garden.,
GLZD001TO,GLOBAL_StringTable.csv,System,Return the four queens to Edgar.,
GLZD002TO,GLOBAL_StringTable.csv,System,Learn how to Confuse People.,
GLZD003TO,GLOBAL_StringTable.csv,System,Sort 4 Pieces Emotional Baggage.,
GLZD004TO,GLOBAL_StringTable.csv,System,Whispering Rock Psychic Summer Camp,
GLZD005TO,GLOBAL_StringTable.csv,System,Kids' Cabins,
GLZD006TO,GLOBAL_StringTable.csv,System,Reception Area,
GLZD007TO,GLOBAL_StringTable.csv,System,Campgrounds Main,
GLZD008TO,GLOBAL_StringTable.csv,System,Boathouse and Beach,
GLZD009TO,GLOBAL_StringTable.csv,System,Lodge,
GLZD010TO,GLOBAL_StringTable.csv,System,GPC & Wilderness,
GLZD011TO,GLOBAL_StringTable.csv,System,Ford's Sanctuary,
GLZD012TO,GLOBAL_StringTable.csv,System,Sasha's Underground Lab,
GLZD013TO,GLOBAL_StringTable.csv,System,Coach Oleander's Basic Braining,
GLZD014TO,GLOBAL_StringTable.csv,System,Obstacle Course 1,
GLZD015TO,GLOBAL_StringTable.csv,System,Obstacle Course 2,
GLZD016TO,GLOBAL_StringTable.csv,System,Obstacle Course Finale,
GLZD017TO,GLOBAL_StringTable.csv,System,Brain Tumbler Experiment,
GLZD018TO,GLOBAL_StringTable.csv,System,The Woods,
GLZD019TO,GLOBAL_StringTable.csv,System,The Brain Tank,
GLZD020TO,GLOBAL_StringTable.csv,System,Sasha's Shooting Gallery,
GLZD021TO,GLOBAL_StringTable.csv,System,Milla's Dance Party,
GLZD022TO,GLOBAL_StringTable.csv,System,The Lounge,
GLZD023TO,GLOBAL_StringTable.csv,System,The Race,
GLZD024TO,GLOBAL_StringTable.csv,System,The Party,
GLZD025TO,GLOBAL_StringTable.csv,System,Lair of the Lungfish,
GLZD026TO,GLOBAL_StringTable.csv,System,Lungfishopolis,
GLZD027TO,GLOBAL_StringTable.csv,System,Kochamara,
GLZD028TO,GLOBAL_StringTable.csv,System,Thorney Towers Home for the Disturbed,
GLZD029TO,GLOBAL_StringTable.csv,System,Grounds,
GLZD030TO,GLOBAL_StringTable.csv,System,Lower Floors,
GLZD031TO,GLOBAL_StringTable.csv,System,Upper Floors,
GLZD032TO,GLOBAL_StringTable.csv,System,The Lab of Dr. Loboto,
GLZD033TO,GLOBAL_StringTable.csv,System,Ruins,
GLZD034TO,GLOBAL_StringTable.csv,System,The Milkman Conspiracy,
GLZD035TO,GLOBAL_StringTable.csv,System,The Neighborhood,
GLZD036TO,GLOBAL_StringTable.csv,System,The Den Mother,
GLZD037TO,GLOBAL_StringTable.csv,System,Gloria's Theater,
GLZD038TO,GLOBAL_StringTable.csv,System,The Stage,
GLZD039TO,GLOBAL_StringTable.csv,System,The Catwalks,
GLZD040TO,GLOBAL_StringTable.csv,System,Confrontation,
GLZD041TO,GLOBAL_StringTable.csv,System,Waterloo World,
GLZD042TO,GLOBAL_StringTable.csv,System,Black Velvetopia,
GLZD043TO,GLOBAL_StringTable.csv,System,Running Against the Bull,
GLZD044TO,GLOBAL_StringTable.csv,System,Edgar's Sanctuary,
GLZD045TO,GLOBAL_StringTable.csv,System,Tiger,
GLZD046TO,GLOBAL_StringTable.csv,System,Eagle,
GLZD047TO,GLOBAL_StringTable.csv,System,Dragon,
GLZD048TO,GLOBAL_StringTable.csv,System,Cobra,
GLZD049TO,GLOBAL_StringTable.csv,System,Matador's Arena,
GLZD050TO,GLOBAL_StringTable.csv,System,Meat Circus,
GLZD051TO,GLOBAL_StringTable.csv,System,Tent City,
GLZD052TO,GLOBAL_StringTable.csv,System,Return Cards,
GLZD053TO,GLOBAL_StringTable.csv,System,Follow Unfamiliar Animal Entity.,
GLZD054TO,GLOBAL_StringTable.csv,System,Defeat that big monster I saw.,
GLZD055TO,GLOBAL_StringTable.csv,System,Earn Marksmanship Merit badge from Sasha.,
GLZD056TO,GLOBAL_StringTable.csv,System,Blast the lamps!,
GLZD057TO,GLOBAL_StringTable.csv,System,Blast the lamps in sequence.,
GLZD058TO,GLOBAL_StringTable.csv,System,Shoot the censor.,
GLZD059TO,GLOBAL_StringTable.csv,System,"Man that guy is mean looking. Well, not for long!",
GLZD060TO,GLOBAL_StringTable.csv,System,"Man, this is going to take forever at this rate! There has GOT to be a way to make to make the censors come out faster!",
GLZD061TO,GLOBAL_StringTable.csv,System,Shut down all leaky valves crib face.,
GLZD062TO,GLOBAL_StringTable.csv,System,"This bed is a mess. There are censors coming out of all these pipes. If I shoot the locks off the valves, I should be able to shut down the leaks.",
GLZD063TO,GLOBAL_StringTable.csv,System,Shut down all leaky valves at the mobile face.,
GLZD064TO,GLOBAL_StringTable.csv,System,Shut down all leaky valves at the shoe shop.,
GLZD065TO,GLOBAL_StringTable.csv,System,This face is an even bigger mess than the last. And it smells like feet. Lots of valves to shut down here.,
GLZD066TO,GLOBAL_StringTable.csv,System,"This looks like censor HQ. If I shut down these valves, I should be just about done.",
GLZD067TO,GLOBAL_StringTable.csv,System,DESTROY MEGACENSOR!!!,
GLZD068TO,GLOBAL_StringTable.csv,System,"Okay, now that I know how to PSI Blast, I should really go back into that nightmare and teach those censors a lesson.",
GLZD069TO,GLOBAL_StringTable.csv,System,Get up to the top of that tower and save Dogen!,
GLZD070TO,GLOBAL_StringTable.csv,System,I should go ask Mr. Cruller for a canoe so I can see Agent Vodello out on her dock.,
GLZD071TO,GLOBAL_StringTable.csv,System,Earn Levitation Merit Badge from Milla.,
GLZD072TO,GLOBAL_StringTable.csv,System,Get up to the top floor of this crazy club.,
GLZD073TO,GLOBAL_StringTable.csv,System,Seems like all the cool stuff is going on up there. Time to levitate.,
GLZD074TO,GLOBAL_StringTable.csv,System,Beat stupid Bobby Zilch in the Levitation race.,
GLZD075TO,GLOBAL_StringTable.csv,System,Float up the bubble vents to switch on the big fan.,
GLZD076TO,GLOBAL_StringTable.csv,System,Those bubbly vents on the side of the room could probably help me get up to the switch at the top.,
GLZD077TO,GLOBAL_StringTable.csv,System,Float through the hoops to open the door to the party room.,
GLZD078TO,GLOBAL_StringTable.csv,System,"I can float up and down in the center of the room to get those rings spinning. And then after that, I swear, no more jumping through hoops.",
GLZD079TO,GLOBAL_StringTable.csv,System,"Okay, I can punch, I can shoot, I can fly. Time to put an end to this Brain Tumbler nightmare once and for all!",
GLZD080TO,GLOBAL_StringTable.csv,System,Destroy the Blueprint Brain Tank!,
GLZD081TO,GLOBAL_StringTable.csv,System,"He wants to kidnap psychic children and use their brains as weapons in a secret army of his own creation. Not on my watch, Shorty.",
GLZD082TO,GLOBAL_StringTable.csv,System,Unkidnap Lili.,
GLZD083TO,GLOBAL_StringTable.csv,System,Girlfriend or not girlfriend (and I think right now it would be rushing things to say GIRLFRIEND) I really should save her.,
GLZD084TO,GLOBAL_StringTable.csv,System,Find Lili.,
GLZD085TO,GLOBAL_StringTable.csv,System,"Track the Hideous, Hulking Lungfish.",
GLZD086TO,GLOBAL_StringTable.csv,System,"I think I see some glowing footprints up ahead. They might lead to Lili, who I care a lot about, like a buddy.",
GLZD087TO,GLOBAL_StringTable.csv,System,"Beat the Hideous, Hulking Lungfish.",
GLZD088TO,GLOBAL_StringTable.csv,System,Enter the Mind of the Lungfish.,
GLZD089TO,GLOBAL_StringTable.csv,System,Free Political Prisoners.,
GLZD090TO,GLOBAL_StringTable.csv,System,Disable Force field.,
GLZD091TO,GLOBAL_StringTable.csv,System,Disable second force field.,
GLZD092TO,GLOBAL_StringTable.csv,System,My new years resolution is to try to protect these guys better. Otherwise the entire resistance will  soon be vaporized.,
GLZD093TO,GLOBAL_StringTable.csv,System,Secure the Harbor.,
GLZD094TO,GLOBAL_StringTable.csv,System,"I need to destroy all these planes, tanks, beam-cannon trucks, and Iron Lungs before those ships will dock in the harbor so I can get across.",
GLZD095TO,GLOBAL_StringTable.csv,System,Scale Kochamara Tower.,
GLZD096TO,GLOBAL_StringTable.csv,System,Win Duel against Kochamara.,
GLZD097TO,GLOBAL_StringTable.csv,System,Get into Asylum.,
GLZD098TO,GLOBAL_StringTable.csv,System,This guard is no help. Hmmm... or is he?,
GLZD099TO,GLOBAL_StringTable.csv,System,Become a Psychonaut.,
GLZD100TO,GLOBAL_StringTable.csv,System,"I saw the missing playing cards when I rode into town. I've got to dodge that bull and work my way up the main road to get them, and then give them back to Edgar!",
GLZE001TO,GLOBAL_StringTable.csv,System,Hold /LeftFlipper/ to lock your mental focus on an object.,
GLZE002TO,GLOBAL_StringTable.csv,System,Hold down /BlackButton/ to set fire to the targeted object.,
GLZE003TO,GLOBAL_StringTable.csv,System,Hold down /BlackButton/ while facing target.,
GLZE004TO,GLOBAL_StringTable.csv,System,Release /BlackButton/ to throw.,
GLZE005TO,GLOBAL_StringTable.csv,System,Use /Joystick/ to aim your toss.,
GLZE006TO,GLOBAL_StringTable.csv,System,You just collected enough PSI Cards to make another PSI Challenge Marker!,
GLZF000TO,GLOBAL_StringTable.csv,System,Punch vault to open.,
GLZG000TO,GLOBAL_StringTable.csv,System,"Raz is holding an object in his hand. To use a handheld object with someone, walk up to them and press /YButton/",
GLZG001TO,GLOBAL_StringTable.csv,System,"You just found a PSI Challenge Marker! Every time you find one of these, your PSI Cadet Rank goes up! Rank up enough and you'll get new PSI powers!",
GLZG002TO,GLOBAL_StringTable.csv,System,"But you'll need to get a PSI Core from the Camp Store, and a little help from Ford Cruller.",
GLZG003TO,GLOBAL_StringTable.csv,System,"To view this Memory again, check out the Memories page in your Journal.",
GLZG004TO,GLOBAL_StringTable.csv,System,Press /YButton/ to pull up /Arrowhead/,
GLZG005TO,GLOBAL_StringTable.csv,System,This Steamer Trunk is lost without his Claim Ticket.  Find it for him and sort this Emotional Baggage out.,
GLZG006TO,GLOBAL_StringTable.csv,System,"This Steamer Trunk Claim Ticket needs to find his partner, the Steamer Trunk.",
GLZG007TO,GLOBAL_StringTable.csv,System,Watch out for those Censors.  Press /XButton/ to punch them.  Also try jumping then punching.,
GLZG008TO,GLOBAL_StringTable.csv,System,Here come more Censors.  Try throwing a Confusion Grenade at them. /BlackButton/,
GLZG009TO,GLOBAL_StringTable.csv,System,Censors again.  This time try Firestarting them. Hold /BlackButton/,
GLZG010TO,GLOBAL_StringTable.csv,System,"Your JOURNAL is a great place to see what you've done so far, and plan what you're going to do next. You can use it to SAVE and LOAD your progress, change your OPTIONS, and there's helpful MAP in the back! Press /StartButton/ to open your JOURNAL.",
GLZG011TO,GLOBAL_StringTable.csv,System,"Arrowheads are made of Psitanium, a rare psychoreactive mineral, which makes them very valuable.  You can use Arrowheads to buy items at the camp store.",
GLZG012TO,GLOBAL_StringTable.csv,System,"But you'll need to get a PSI Core from the Camp Store, and a little help from Ford Cruller",
GLZG013TO,GLOBAL_StringTable.csv,System,Congratulations! You found a loose PSI Card!  Collect nine of these and you can build a PSI Challenge Marker /Marker/ out of them.,
GLZG014TO,GLOBAL_StringTable.csv,System,Good news! You have enough PSI Cards to build a new PSI Challenge Marker! /Marker/,
GLZG015TO,GLOBAL_StringTable.csv,System,"Just buy a PSI Core at the Camp Store, and use Agent Cruller's special lab equipment to put the Cards and Core together into a new Marker!",
GLZG016TO,GLOBAL_StringTable.csv,System,"Your first figment! Collect 100 figment points and you'll be promoted. If you get promoted to a high enough rank, you will earn new Psychic Abilities!",
GLZB001TO,GLOBAL_StringTable.csv,System,Dufflebag Tag,
GLZB002TO,GLOBAL_StringTable.csv,System,Hatbox Tag,
GLZB003TO,GLOBAL_StringTable.csv,System,Purse Tag,
GLZB004TO,GLOBAL_StringTable.csv,System,Steamer Trunk Tag,
GLZB005TO,GLOBAL_StringTable.csv,System,Suitcase Tag,
GLZB006TO,GLOBAL_StringTable.csv,System,Ammo Up,
GLZB007TO,GLOBAL_StringTable.csv,System,Confusion Ammo Up,
GLZB008TO,GLOBAL_StringTable.csv,System,Maximum Projection Depth Increased!,
GLZB009TO,GLOBAL_StringTable.csv,System,Astral Projection Layer Restored!,
GLZB010TO,GLOBAL_StringTable.csv,System,PSI Challenge Card,
GLZB011TO,GLOBAL_StringTable.csv,System,PSI Core,
GLZB012TO,GLOBAL_StringTable.csv,System,Smelling Salts,
GLZB035TO,GLOBAL_StringTable.csv,System,Journal,
GLZB036TO,GLOBAL_StringTable.csv,System,Bacon,
GLZD117TO,GLOBAL_StringTable.csv,System,"This is the only thing I've always known I wanted to do, ever since I was a boy.",
GLZD118TO,GLOBAL_StringTable.csv,System,Complete Coach Oleander's obstacle course.,
GLZD119TO,GLOBAL_StringTable.csv,System,"Judging by his face, Coach Oleander's been through a lot. I'm sure he'll have tons of stuff to teach me.",
GLZD120TO,GLOBAL_StringTable.csv,System,Complete Sasha Nein's advanced training.,
GLZD121TO,GLOBAL_StringTable.csv,System,"If I complete Sasha's advance training, he'll show me how to astrally project myself into people's minds at will, and that's something I'll have to learn if I want to be a Psychonaut.",
GLZD122TO,GLOBAL_StringTable.csv,System,Find Sasha's lab.,
GLZD123TO,GLOBAL_StringTable.csv,System,"What did he mean, ""Isolation can be a good thing?"" What's that have to do with the location of his secret lab? Hmmm",
GLZD124TO,GLOBAL_StringTable.csv,System,I wish that stupid bunny would hold still so I could catch him. What's he doing here anyway?,
GLZD125TO,GLOBAL_StringTable.csv,System,"Okay, I don't know what that big scary thing was, but it has no business being in my mind. I think it's gonna have to die.",
GLZD126TO,GLOBAL_StringTable.csv,System,Sasha said he'd teach me how to really fight when I'm ready. And I'm ready!,
GLZD127TO,GLOBAL_StringTable.csv,System,"Man. Sasha sure does not like tiffany lamps. Well, I'd be happy to take care of that for him!",
GLZD128TO,GLOBAL_StringTable.csv,System,"I have to mentally focus on just one lamp at a time, and blast them all--One! Two! Three!",
GLZD129TO,GLOBAL_StringTable.csv,System,Collect the PSI Mist.,
GLZD130TO,GLOBAL_StringTable.csv,System,It's good for me!,
GLZD131TO,GLOBAL_StringTable.csv,System,End Sasha's boring tutorial.,
GLZD132TO,GLOBAL_StringTable.csv,System,Some of the pipes here are way up top. I'm going to have to climb this mobile to shut them down.,
GLZD134TO,GLOBAL_StringTable.csv,System,Shut down all the factory's leaky valves.,
GLZD135TO,GLOBAL_StringTable.csv,System,"Run from the stamp! Must not forget my mental focus! Hey, those little censors are restoring his health. Not fair! I'll just shut down all the valves on every face to put an end to that!",
GLZD136TO,GLOBAL_StringTable.csv,System,Complete Sasha's Advanced Training: Lesson 2,
GLZD137TO,GLOBAL_StringTable.csv,System,"I have to find a way to get up higher, at least to stop Dogen from screaming. He's ruining my nightmare.",
GLZD138TO,GLOBAL_StringTable.csv,System,Canoe out to Milla's dock.,
GLZD139TO,GLOBAL_StringTable.csv,System,Agent Vodello is one of the world's leading levitators. After her class I should be pretty much the most powerful psychic ever.,
GLZD140TO,GLOBAL_StringTable.csv,System,Get past that bouncer and into Milla's dance party,
GLZD141TO,GLOBAL_StringTable.csv,System,"Okay, that robot guy looks tough, but once I get a few of these bubble moves down, he'll let me in for sure.",
GLZD142TO,GLOBAL_StringTable.csv,System,"Man, that guy is annoying. And fast. This is going to be a tough race. Then again, Milla didn't say anything about not using PSI Blast.",
GLZD144TO,GLOBAL_StringTable.csv,System,"Complete Sasha's Advanced Training, Lesson 3",
GLZD145TO,GLOBAL_StringTable.csv,System,"Okay, I know that's kind of Dogen's brain in there, but I have to remember it's just a dream. It's okay to kill people's brains in a dream.",
GLZD146TO,GLOBAL_StringTable.csv,System,Stop Coach Oleander's Evil Plot.,
GLZD147TO,GLOBAL_StringTable.csv,System,I have to follow in the Hulking Lungfish's footsteps if I'm ever going to find my really good friend.,
GLZD149TO,GLOBAL_StringTable.csv,System,I have to dodge that debris and shoot the lungfish while it has it's ugly mouth on the bubble.,
GLZD150TO,GLOBAL_StringTable.csv,System,"Man. I haven't been trained in monster brains yet. Well, I guess I should just go for it. I mean, how different can they be?",
GLZD151TO,GLOBAL_StringTable.csv,System,Destroy Kochamara's Broadcast tower.,
GLZD152TO,GLOBAL_StringTable.csv,System,"If I take out that big psychic relay tower, I'll bet the Coach's psychic presence in this mind will be diminished.",
GLZD153TO,GLOBAL_StringTable.csv,System,I should bust those guys out of jail. I hope there aren't any really dangerous criminals in there.,
GLZD154TO,GLOBAL_StringTable.csv,System,"If I can block that forcefield while it's off, my little revolutionary friend can get through.",
GLZD155TO,GLOBAL_StringTable.csv,System,I probably don't have to destroy the WHOLE thing. Maybe just that blinky part up top.,
GLZD156TO,GLOBAL_StringTable.csv,System,"If this version of the Coach has a weakness, then it's got to be pretty small because I can't find it.",
GLZD157TO,GLOBAL_StringTable.csv,System,Complete Sasha's advanced training.,
GLZD158TO,GLOBAL_StringTable.csv,System,Follow unfamiliar animal entity (bunny).,
GLZD160TO,GLOBAL_StringTable.csv,System,"Eliminate 1,000 censors.",
GLZD166TO,GLOBAL_StringTable.csv,System,Defeat the Mega Censor.,
GLZD167TO,GLOBAL_StringTable.csv,System,Return to the Brain Tumbler.,
GLZD168TO,GLOBAL_StringTable.csv,System,Continue pursuit of dream bunny.,
GLZD169TO,GLOBAL_StringTable.csv,System,Get inside the tower.,
GLZD170TO,GLOBAL_StringTable.csv,System,Earn Levitation badge in Milla's mind.,
GLZD171TO,GLOBAL_StringTable.csv,System,Get past that bouncer and into Milla's dance party.,
GLZD173TO,GLOBAL_StringTable.csv,System,Ride the bubble vents to switch on the big fan.,
GLZD175TO,GLOBAL_StringTable.csv,System,Follow Dogen's brain down the chute.,
GLZD177TO,GLOBAL_StringTable.csv,System,Meet Lili at the beach.,
GLZD178TO,GLOBAL_StringTable.csv,System,Rescue Lili.,
GLZD179TO,GLOBAL_StringTable.csv,System,Pursue and defeat the Lungfish.,
GLZD180TO,GLOBAL_StringTable.csv,System,Free the Lungfish from the influence of the mysterious Kochamara.,
GLZD181TO,GLOBAL_StringTable.csv,System,Smash jail and free dissidents.,
GLZD182TO,GLOBAL_StringTable.csv,System,Rendezvous with the dissidents at the dam.,
GLZD183TO,GLOBAL_StringTable.csv,System,Free the blimp pilot from his prison.,
GLZD184TO,GLOBAL_StringTable.csv,System,Use blimp to get over dam.,
GLZD185TO,GLOBAL_StringTable.csv,System,Reach Skyscraper Island.,
GLZD186TO,GLOBAL_StringTable.csv,System,Destroy all planes so the freighters can dock.,
GLZD187TO,GLOBAL_StringTable.csv,System,Proceed to Tower Island to destroy the radio tower.,
GLZD188TO,GLOBAL_StringTable.csv,System,Battle Kochamara!,
GLZD189TO,GLOBAL_StringTable.csv,System,Get through the asylum gates.,
GLZD193TO,GLOBAL_StringTable.csv,System,Find a disguise for the graveyard.,
GLZD194TO,GLOBAL_StringTable.csv,System,Use flowers to infiltrate the graveyard.,
GLZD195TO,GLOBAL_StringTable.csv,System,Take the sewers to the book depository.,
GLZD198TO,GLOBAL_StringTable.csv,System,Get inside book depository.,
GLZD199TO,GLOBAL_StringTable.csv,System,Get better view of entire neighborhood.,
GLZD200TO,GLOBAL_StringTable.csv,System,Get inside the Milkman's Hideout.,
GLZD201TO,GLOBAL_StringTable.csv,System,Kids' brains returned.,
GLZD202TO,GLOBAL_StringTable.csv,System,"Get to the top of the tower, like I did in my vision.",
GLZD203TO,GLOBAL_StringTable.csv,System,Trick the orderly into letting me on the elevator.,
GLZD204TO,GLOBAL_StringTable.csv,System,"Find a ""claw"" for Loboto costume.",
GLZD205TO,GLOBAL_StringTable.csv,System,Help Gloria control her mood swings.,
GLZD206TO,GLOBAL_StringTable.csv,System,Fight the Phantom!,
GLZD207TO,GLOBAL_StringTable.csv,System,Get Bonita to take the stage.,
GLZD208TO,GLOBAL_StringTable.csv,System,Light the theater spotlight.,
GLZD209TO,GLOBAL_StringTable.csv,System,"Get Jasper's ""Knock 'em Dead"" play.",
GLZD210TO,GLOBAL_StringTable.csv,System,"Get ""Knight of Joy"" script from Jasper.",
GLZD213TO,GLOBAL_StringTable.csv,System,Ride the balloon up to the catwalks.,
GLZD215TO,GLOBAL_StringTable.csv,System,Defeat Jasper.,
GLZD217TO,GLOBAL_StringTable.csv,System,Help Fred win the battle in his mind.,
GLZD218TO,GLOBAL_StringTable.csv,System,Recruit a Carpenter to repair the bridges.,
GLZD219TO,GLOBAL_StringTable.csv,System,Recruit a peasant to fight Napoleon's soldiers.,
GLZD220TO,GLOBAL_StringTable.csv,System,Restore the hopeless peasant's faith in Fred.,
GLZD221TO,GLOBAL_StringTable.csv,System,Move the newly-recruited Militiaman piece next to Napoleon's soldier.,
GLZD222TO,GLOBAL_StringTable.csv,System,Deliver Fred's letter to the hopeless peasant.,
GLZD223TO,GLOBAL_StringTable.csv,System,Find a way to secure the financial future of the poor peasant's family.,
GLZD225TO,GLOBAL_StringTable.csv,System,Arm the unarmed peasant.,
GLZD227TO,GLOBAL_StringTable.csv,System,Recruit a Hearty Knight to take Napoleon's stronghold.,
GLZD228TO,GLOBAL_StringTable.csv,System,Recruit some escargot for the Hearty Knight.,
GLZD229TO,GLOBAL_StringTable.csv,System,Take snails to the restaurant so the Hearty Knight can have a decent meal.,
GLZD230TO,GLOBAL_StringTable.csv,System,Move the Hearty Knight into Napoleon's stronghold.,
GLZD231TO,GLOBAL_StringTable.csv,System,"Find a ""face"" for Loboto costume.",
GLZD232TO,GLOBAL_StringTable.csv,System,Help Edgar conquer his obsession with bullfights.,
GLZD234TO,GLOBAL_StringTable.csv,System,Get the Queen of Clubs back to Edgar.,
GLZD235TO,GLOBAL_StringTable.csv,System,Get the Queen of Hearts back to Edgar.,
GLZD236TO,GLOBAL_StringTable.csv,System,Get the Queen of Diamonds back to Edgar.,
GLZD237TO,GLOBAL_StringTable.csv,System,Get the Queen of Spades back to Edgar.,
GLZD238TO,GLOBAL_StringTable.csv,System,Get help from the Matador.,
GLZD239TO,GLOBAL_StringTable.csv,System,Defeat El Odio!,
GLZD240TO,GLOBAL_StringTable.csv,System,Protect El Odio from Dingo Inflagrante!,
GLZD241TO,GLOBAL_StringTable.csv,System,Make my way through the upper ruins of the asylum.,
GLZD242TO,GLOBAL_StringTable.csv,System,Rescue Sasha and Milla's brains from Dr. Loboto.,
GLZD243TO,GLOBAL_StringTable.csv,System,Free Lili!,
GLZD244TO,GLOBAL_StringTable.csv,System,Revisit minds and collect enough figments to reach Rank 65.,
GLZD245TO,GLOBAL_StringTable.csv,System,Beat the Giant PSYCHOBLASTER DEATH TANK!,
